user_id,cpgn_id,group,email,open,click,purch,chard,sav_blanc,syrah,cab,past_purch,days_since,visits
1021712,1901Email,email_B,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,88,3
1074128,1901Email,email_B,True,0,0,0.0,0.0,0.0,0.0,18.58,18.58,38,6
1049702,1901Email,ctrl,False,0,0,0.0,0.0,66.84,0.0,0.0,66.84,185,3
1081127,1901Email,ctrl,False,0,0,0.0,94.48,192.11,0.0,0.0,286.59,9,8
1024482,1901Email,ctrl,False,0,0,42.19,0.0,0.0,907.13,0.0,907.13,62,11
1019938,1901Email,email_A,True,0,0,69.43,0.0,27.85,0.0,0.0,27.85,117,5
1016415,1901Email,email_B,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,145,8
1113265,1901Email,email_B,True,0,0,0.0,0.0,107.92,0.0,19.87,127.79,168,4
1016008,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,123,6
1060135,1901Email,email_A,True,1,0,0.0,0.0,0.0,61.05,49.57,110.62,99,3
1011964,1901Email,email_A,True,1,0,0.0,0.0,0.0,0.0,60.6,60.6,41,7
1111652,1901Email,email_A,True,0,0,0.0,217.32,0.0,0.0,0.0,217.32,190,9
1093829,1901Email,email_A,True,1,0,0.0,0.0,54.49,0.0,81.07,135.56,7,5
1048784,1901Email,email_A,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,49,5
1109881,1901Email,email_B,True,1,0,0.0,31.91,0.0,0.0,0.0,31.91,163,6
1108667,1901Email,email_B,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,163,7
1094094,1901Email,email_A,True,1,0,0.0,25.0,0.0,0.0,169.02,194.02,60,6
1058919,1901Email,email_A,True,1,0,83.34,0.0,0.0,0.0,0.0,0.0,15,5
1025375,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,113,3
1036735,1901Email,email_B,True,1,1,0.0,0.0,0.0,10.38,0.0,10.38,17,5
1091940,1901Email,email_B,True,1,0,39.46,0.0,14.03,294.33,47.48,355.84,4,9
1107231,1901Email,email_A,True,1,1,71.58,0.0,114.8,0.0,0.0,114.8,18,5
1054099,1901Email,email_A,True,1,0,39.78,0.0,292.95,18.07,75.96,386.98,43,3
1034401,1901Email,email_B,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,142,8
1087069,1901Email,email_B,True,1,0,0.0,0.0,307.48,0.0,0.0,307.48,73,8
1004849,1901Email,email_A,True,0,0,0.0,174.73,152.94,0.0,0.0,327.67,132,6
1001866,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,53.52,53.52,142,5
1088725,1901Email,email_B,True,1,0,320.17,257.85,55.75,0.0,0.0,313.6,123,8
1051719,1901Email,email_B,True,1,0,50.38,91.66,0.0,0.0,48.62,140.28,21,8
1093077,1901Email,email_B,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3,1
1082156,1901Email,email_A,True,1,0,167.8,0.0,0.0,101.34,62.89,164.23,8,7
1021024,1901Email,email_B,True,1,0,37.77,0.0,0.0,26.03,0.0,26.03,11,8
1084907,1901Email,email_B,True,1,0,80.26,150.89,415.8,0.0,0.0,566.69,33,7
1105670,1901Email,email_A,True,1,0,103.33,33.08,0.0,254.04,297.86,584.98,214,7
1076133,1901Email,email_A,True,1,0,0.0,83.4,0.0,0.0,0.0,83.4,82,6
1019475,1901Email,email_B,True,1,0,0.0,142.81,0.0,0.0,0.0,142.81,83,3
1066346,1901Email,email_A,True,1,0,0.0,0.0,0.0,0.0,21.56,21.56,54,3
1111620,1901Email,ctrl,False,0,0,0.0,0.0,48.93,0.0,0.0,48.93,128,3
1072346,1901Email,email_A,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,143,5
1044278,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,12.25,12.25,77,3
1034504,1901Email,email_B,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,102,2
1027041,1901Email,email_A,True,0,0,0.0,0.0,0.0,0.0,21.14,21.14,40,3
1007950,1901Email,email_A,True,0,0,16.37,0.0,0.0,0.0,0.0,0.0,90,8
1016843,1901Email,email_A,True,1,0,31.98,0.0,382.16,46.13,0.0,428.29,112,7
1059161,1901Email,email_A,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,19,5
1026822,1901Email,ctrl,False,0,0,0.0,0.0,80.79,23.92,0.0,104.71,257,9
1028610,1901Email,ctrl,False,0,0,0.0,284.01,0.0,0.0,0.0,284.01,35,5
1123110,1901Email,ctrl,False,0,0,0.0,495.23,0.0,0.0,0.0,495.23,68,7
1005072,1901Email,email_B,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,114,3
1058027,1901Email,email_B,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,114,6
1080556,1901Email,email_B,True,1,0,15.03,70.33,0.0,0.0,0.0,70.33,36,6
1080826,1901Email,email_B,True,1,0,33.94,0.0,364.35,0.0,0.0,364.35,5,9
1080004,1901Email,email_B,True,1,0,0.0,0.0,34.18,0.0,0.0,34.18,57,7
1093156,1901Email,email_B,True,1,0,22.2,0.0,97.32,0.0,64.73,162.05,16,9
1052951,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,182,5
1044814,1901Email,email_B,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,294,7
1112398,1901Email,email_A,True,1,0,21.86,0.0,0.0,0.0,0.0,0.0,37,6
1014507,1901Email,email_A,True,1,0,0.0,252.14,167.29,0.0,0.0,419.43,172,7
1065594,1901Email,email_A,True,1,0,0.0,308.43,0.0,0.0,0.0,308.43,93,11
1038031,1901Email,email_B,True,1,0,33.03,681.99,0.0,0.0,0.0,681.99,57,14
1044574,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,257,6
1052147,1901Email,ctrl,False,0,0,19.47,63.57,62.46,62.16,145.79,333.98,32,7
1105114,1901Email,email_B,True,0,0,0.0,0.0,0.0,29.21,0.0,29.21,97,7
1056959,1901Email,ctrl,False,0,0,0.0,687.73,0.0,0.0,0.0,687.73,10,11
1085956,1901Email,email_B,True,1,0,13.71,0.0,662.78,0.0,0.0,662.78,12,7
1011091,1901Email,ctrl,False,0,0,35.87,610.22,0.0,0.0,24.02,634.24,3,9
1054788,1901Email,email_A,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,372,3
1015376,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,65,9
1116818,1901Email,email_B,True,1,0,23.54,0.0,210.63,0.0,0.0,210.63,49,9
1017524,1901Email,ctrl,False,0,0,29.08,53.94,396.02,52.99,0.0,502.95,23,5
1039651,1901Email,email_B,True,1,0,137.53,0.0,19.16,0.0,101.85,121.01,76,4
1044990,1901Email,email_A,True,1,0,26.97,0.0,250.4,17.27,0.0,267.67,89,6
1024795,1901Email,email_A,True,1,0,31.68,0.0,0.0,0.0,0.0,0.0,4,2
1110089,1901Email,email_A,True,1,0,31.62,0.0,101.71,0.0,12.38,114.09,10,7
1070091,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,115,10
1088559,1901Email,email_A,True,1,0,205.66,0.0,0.0,0.0,0.0,0.0,14,5
1110234,1901Email,email_A,True,1,0,0.0,0.0,0.0,27.99,0.0,27.99,136,4
1115309,1901Email,email_A,True,0,0,0.0,0.0,0.0,0.0,17.92,17.92,100,6
1073627,1901Email,email_B,True,0,0,39.74,0.0,0.0,0.0,0.0,0.0,83,6
1069242,1901Email,ctrl,False,0,0,19.79,0.0,287.43,17.91,78.11,383.45,38,9
1112946,1901Email,email_A,True,1,0,13.28,0.0,177.1,0.0,0.0,177.1,41,9
1121047,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,20.74,20.74,150,3
1054483,1901Email,ctrl,False,0,0,33.04,0.0,0.0,0.0,2365.9,2365.9,143,20
1057275,1901Email,ctrl,False,0,0,0.0,0.0,0.0,170.57,0.0,170.57,6,3
1103283,1901Email,email_A,True,1,0,506.57,260.36,0.0,0.0,0.0,260.36,36,5
1035199,1901Email,email_B,True,1,1,0.0,0.0,0.0,0.0,17.85,17.85,20,3
1067436,1901Email,email_A,True,1,0,67.01,1678.95,0.0,0.0,0.0,1678.95,153,16
1122652,1901Email,ctrl,False,0,0,107.55,316.71,0.0,435.28,0.0,751.99,15,8
1056586,1901Email,email_A,True,0,0,0.0,0.0,25.9,0.0,0.0,25.9,33,7
1106528,1901Email,email_A,True,1,0,14.07,0.0,0.0,0.0,0.0,0.0,23,4
1030853,1901Email,email_A,True,1,0,0.0,0.0,124.68,0.0,106.26,230.94,46,6
1018238,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,102.48,102.48,78,9
1063895,1901Email,email_B,True,0,0,0.0,0.0,0.0,58.3,33.14,91.44,137,5
1109771,1901Email,email_B,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,10,5
1039318,1901Email,email_B,True,1,0,44.0,53.26,0.0,0.0,75.61,128.87,12,3
1022240,1901Email,ctrl,False,0,0,0.0,0.0,0.0,57.87,0.0,57.87,27,2
1113862,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,63,8
1018667,1901Email,email_A,True,1,0,12.95,683.63,0.0,0.0,0.0,683.63,91,5
1094048,1901Email,email_A,True,1,1,19.77,0.0,506.41,0.0,0.0,506.41,60,5
1091254,1901Email,email_B,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,89,6
1034951,1901Email,email_A,True,1,1,0.0,0.0,0.0,119.66,0.0,119.66,105,8
1025058,1901Email,email_A,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,32,4
1067434,1901Email,ctrl,False,0,0,159.49,240.04,0.0,110.93,0.0,350.97,53,9
1062514,1901Email,email_B,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,51,3
1067365,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11,5
1002145,1901Email,email_B,True,1,1,54.84,0.0,122.73,38.69,0.0,161.42,70,5
1085187,1901Email,email_B,True,1,0,29.93,1431.47,775.95,18.85,0.0,2226.27,94,16
1036610,1901Email,email_B,True,1,0,0.0,0.0,0.0,48.95,36.9,85.85,8,4
1064336,1901Email,email_B,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,142,2
1044500,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,115,7
1114245,1901Email,ctrl,False,0,0,0.0,0.0,0.0,58.17,0.0,58.17,18,4
1079954,1901Email,email_B,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,6,7
1097719,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,23.58,23.58,116,4
1019910,1901Email,email_A,True,1,0,0.0,0.0,64.4,0.0,158.16,222.56,19,1
1031337,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,115,5
1096917,1901Email,email_B,True,1,0,0.0,0.0,0.0,27.14,0.0,27.14,78,5
1030013,1901Email,email_B,True,1,0,0.0,0.0,56.45,60.84,0.0,117.29,103,6
1070499,1901Email,email_B,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,130,2
1064992,1901Email,email_A,True,1,0,371.82,0.0,0.0,0.0,0.0,0.0,5,8
1002718,1901Email,email_B,True,0,0,0.0,104.0,0.0,0.0,0.0,104.0,57,7
1120004,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,13.57,13.57,23,4
1100671,1901Email,email_A,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,64,7
1009268,1901Email,ctrl,False,0,0,0.0,0.0,0.0,46.1,55.18,101.28,190,4
1107510,1901Email,ctrl,False,0,0,0.0,195.11,227.38,0.0,0.0,422.49,121,9
1005763,1901Email,email_B,True,1,1,19.01,0.0,165.57,0.0,0.0,165.57,22,6
1108342,1901Email,email_B,True,1,0,0.0,0.0,107.16,0.0,0.0,107.16,167,2
1054070,1901Email,email_B,True,1,0,28.24,491.99,0.0,0.0,101.02,593.01,86,8
1034639,1901Email,email_B,True,0,0,0.0,0.0,0.0,77.71,0.0,77.71,149,4
1105375,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,75,4
1116314,1901Email,ctrl,False,0,0,0.0,520.35,0.0,0.0,33.29,553.64,99,8
1070466,1901Email,ctrl,False,0,0,0.0,0.0,188.3,29.76,78.58,296.64,138,1
1113276,1901Email,email_B,True,1,0,18.63,0.0,0.0,0.0,52.38,52.38,44,10
1116014,1901Email,email_B,True,0,0,47.23,0.0,129.78,18.56,0.0,148.34,65,5
1043701,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,161,3
1039358,1901Email,email_B,True,1,0,20.97,0.0,885.79,0.0,43.43,929.22,4,8
1025143,1901Email,email_A,True,1,0,0.0,0.0,56.72,0.0,15.36,72.08,94,8
1085434,1901Email,email_A,True,1,0,75.56,0.0,35.65,0.0,138.84,174.49,59,11
1060383,1901Email,ctrl,False,0,0,20.62,0.0,0.0,57.36,0.0,57.36,135,3
1105949,1901Email,email_B,True,1,0,88.32,126.84,0.0,0.0,0.0,126.84,6,6
1110886,1901Email,ctrl,False,0,0,0.0,0.0,710.84,0.0,0.0,710.84,23,7
1026351,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,29.2,29.2,7,8
1105464,1901Email,email_A,True,1,0,0.0,0.0,0.0,0.0,172.82,172.82,75,6
1049108,1901Email,email_B,True,1,0,0.0,72.59,0.0,47.16,0.0,119.75,175,8
1120281,1901Email,email_B,True,1,0,23.74,0.0,0.0,0.0,0.0,0.0,1,2
1058517,1901Email,email_B,True,1,1,85.39,0.0,93.52,106.65,0.0,200.17,6,3
1094083,1901Email,email_A,True,0,0,0.0,0.0,36.2,0.0,47.4,83.6,47,6
1087661,1901Email,email_A,True,1,0,45.64,60.65,72.77,266.28,10.74,410.44,74,6
1079335,1901Email,email_B,True,1,0,0.0,79.41,0.0,0.0,0.0,79.41,14,9
1092179,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,47.74,47.74,31,3
1016741,1901Email,ctrl,False,0,0,43.85,0.0,0.0,59.82,0.0,59.82,16,12
1066754,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,506,5
1095824,1901Email,email_B,True,1,0,0.0,204.25,29.65,0.0,13.76,247.66,148,2
1044822,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,565,4
1060063,1901Email,ctrl,False,0,0,0.0,411.32,0.0,61.32,53.14,525.78,44,11
1050087,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,149.32,149.32,245,7
1026485,1901Email,ctrl,False,0,0,0.0,133.5,0.0,0.0,0.0,133.5,36,6
1066820,1901Email,email_A,True,1,0,0.0,0.0,0.0,0.0,38.9,38.9,37,5
1066671,1901Email,email_A,True,1,0,34.67,139.34,337.37,38.03,0.0,514.74,67,7
1054181,1901Email,email_A,True,1,0,0.0,88.57,0.0,0.0,18.83,107.4,55,6
1030051,1901Email,email_B,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,163,7
1005947,1901Email,email_B,True,1,0,43.9,131.11,195.55,0.0,0.0,326.66,56,9
1049204,1901Email,email_A,True,1,0,13.84,0.0,69.97,0.0,0.0,69.97,26,8
1079723,1901Email,email_A,True,1,1,24.64,0.0,175.7,0.0,0.0,175.7,22,7
1111150,1901Email,ctrl,False,0,0,0.0,0.0,397.54,0.0,0.0,397.54,20,5
1087562,1901Email,email_B,True,0,0,0.0,207.99,0.0,0.0,0.0,207.99,223,12
1007575,1901Email,email_B,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,55,8
1064435,1901Email,ctrl,False,0,0,0.0,0.0,100.53,85.64,0.0,186.17,165,4
1064697,1901Email,email_B,True,1,0,22.96,0.0,0.0,0.0,0.0,0.0,4,8
1029383,1901Email,email_A,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,59,1
1018193,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,207,3
1108651,1901Email,email_B,True,1,1,14.86,0.0,0.0,27.55,0.0,27.55,109,5
1066721,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,18.79,18.79,197,4
1112053,1901Email,email_A,True,1,0,0.0,520.35,0.0,0.0,0.0,520.35,114,10
1011866,1901Email,email_B,True,1,0,100.22,149.18,0.0,0.0,97.37,246.55,34,3
1122000,1901Email,email_A,True,1,0,21.27,282.49,281.12,0.0,96.14,659.75,9,9
1084462,1901Email,email_A,True,1,0,0.0,93.37,0.0,42.87,0.0,136.24,67,5
1043200,1901Email,email_A,True,0,0,0.0,0.0,0.0,40.69,0.0,40.69,67,5
1041331,1901Email,email_B,True,1,1,42.27,0.0,776.31,59.53,0.0,835.84,230,10
1087447,1901Email,email_A,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,64,3
1011253,1901Email,email_A,True,1,0,0.0,0.0,0.0,0.0,21.63,21.63,2,4
1089149,1901Email,ctrl,False,0,0,0.0,0.0,287.84,119.2,31.83,438.87,204,7
1011205,1901Email,email_A,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,26,5
1073612,1901Email,email_B,True,1,0,0.0,0.0,0.0,41.06,14.39,55.45,18,5
1082407,1901Email,email_B,True,1,0,24.14,0.0,572.18,0.0,0.0,572.18,62,7
1028415,1901Email,email_A,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,60,7
1018460,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,90.82,90.82,68,6
1107948,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,4
1006829,1901Email,email_B,True,1,0,0.0,0.0,0.0,92.82,0.0,92.82,27,5
1061257,1901Email,ctrl,False,0,0,19.36,0.0,0.0,31.5,0.0,31.5,4,5
1114427,1901Email,email_B,True,1,0,0.0,0.0,150.58,0.0,0.0,150.58,167,5
1107551,1901Email,email_A,True,0,0,0.0,0.0,0.0,0.0,10.29,10.29,86,5
1052700,1901Email,email_B,True,1,0,0.0,0.0,0.0,0.0,10.37,10.37,5,6
1067922,1901Email,ctrl,False,0,0,0.0,76.32,0.0,0.0,0.0,76.32,317,5
1059555,1901Email,email_A,True,1,0,0.0,0.0,675.54,0.0,0.0,675.54,260,8
1030304,1901Email,email_B,True,1,0,0.0,0.0,116.94,0.0,0.0,116.94,130,1
1022266,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,66.02,66.02,4,9
1036995,1901Email,ctrl,False,0,0,0.0,0.0,0.0,26.38,12.33,38.71,156,5
1051200,1901Email,ctrl,False,0,0,0.0,0.0,57.61,17.88,110.29,185.78,42,9
1089594,1901Email,email_B,True,1,0,100.9,342.1,0.0,101.47,35.12,478.69,93,4
1108362,1901Email,email_B,True,1,0,0.0,0.0,0.0,52.29,55.96,108.25,158,7
1013399,1901Email,ctrl,False,0,0,0.0,541.4,0.0,0.0,0.0,541.4,83,12
1017028,1901Email,ctrl,False,0,0,53.6,0.0,0.0,0.0,719.06,719.06,92,7
1028946,1901Email,email_B,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,91,1
1078204,1901Email,email_A,True,1,0,37.33,0.0,645.29,0.0,0.0,645.29,113,9
1084656,1901Email,ctrl,False,0,0,0.0,86.06,0.0,0.0,0.0,86.06,105,5
1011914,1901Email,email_B,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,83,3
1103997,1901Email,email_B,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,111,5
1079839,1901Email,email_B,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,97,9
1000473,1901Email,email_A,True,1,1,0.0,0.0,0.0,0.0,0.0,0.0,20,1
1012322,1901Email,email_A,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,296,4
1113733,1901Email,email_B,True,1,0,0.0,0.0,0.0,13.97,0.0,13.97,59,4
1017169,1901Email,email_B,True,0,0,212.87,0.0,0.0,0.0,50.92,50.92,44,7
1038940,1901Email,ctrl,False,0,0,0.0,0.0,353.85,135.02,0.0,488.87,60,5
1095676,1901Email,email_A,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3
1062380,1901Email,ctrl,False,0,0,0.0,0.0,907.74,0.0,0.0,907.74,12,6
1075706,1901Email,email_A,True,1,1,40.68,0.0,0.0,373.33,0.0,373.33,2,2
1123556,1901Email,email_A,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,84,7
1067007,1901Email,email_B,True,1,0,14.2,0.0,1133.26,0.0,12.06,1145.32,136,14
1110881,1901Email,ctrl,False,0,0,0.0,0.0,369.54,146.13,0.0,515.67,421,14
1115730,1901Email,ctrl,False,0,0,120.16,11.13,617.66,0.0,31.68,660.47,11,10
1064914,1901Email,email_A,True,0,0,0.0,0.0,0.0,0.0,31.19,31.19,188,7
1022164,1901Email,ctrl,False,0,0,0.0,0.0,84.17,0.0,0.0,84.17,57,4
1021976,1901Email,email_A,True,1,0,31.48,0.0,0.0,0.0,0.0,0.0,20,7
1037343,1901Email,ctrl,False,0,0,55.89,0.0,0.0,0.0,0.0,0.0,63,5
1028036,1901Email,email_A,True,1,0,64.93,177.22,0.0,0.0,0.0,177.22,30,9
1027560,1901Email,email_B,True,1,0,0.0,631.92,0.0,0.0,0.0,631.92,352,7
1044121,1901Email,email_A,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1,7
1019864,1901Email,email_B,True,1,1,0.0,0.0,0.0,30.52,0.0,30.52,109,5
1034468,1901Email,email_A,True,1,0,62.49,0.0,0.0,0.0,22.6,22.6,20,8
1001351,1901Email,email_B,True,0,0,28.36,77.71,26.78,0.0,0.0,104.49,17,3
1025119,1901Email,ctrl,False,0,0,35.81,0.0,57.31,506.04,0.0,563.35,23,4
1055563,1901Email,ctrl,False,0,0,17.2,0.0,582.04,46.41,0.0,628.45,109,14
1009480,1901Email,email_B,True,1,0,0.0,0.0,205.59,0.0,0.0,205.59,18,3
1117211,1901Email,email_A,True,1,0,0.0,0.0,0.0,35.54,73.85,109.39,6,7
1060268,1901Email,email_B,True,1,0,0.0,0.0,208.5,0.0,40.51,249.01,55,4
1121193,1901Email,ctrl,False,0,0,0.0,0.0,0.0,54.75,0.0,54.75,82,6
1007132,1901Email,email_B,True,0,0,0.0,0.0,84.34,0.0,0.0,84.34,150,8
1063475,1901Email,email_B,True,1,0,0.0,0.0,191.46,55.19,0.0,246.65,15,9
1030626,1901Email,email_A,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,204,10
1108304,1901Email,email_A,True,1,0,0.0,48.83,198.33,0.0,0.0,247.16,57,10
1119973,1901Email,email_B,True,0,0,332.73,0.0,138.45,299.41,0.0,437.86,82,5
1111401,1901Email,ctrl,False,0,0,0.0,0.0,83.75,0.0,0.0,83.75,89,6
1055356,1901Email,email_B,True,0,0,23.71,162.78,0.0,14.03,0.0,176.81,18,6
1086568,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,112,8
1074403,1901Email,ctrl,False,0,0,16.49,0.0,0.0,0.0,0.0,0.0,10,9
1067528,1901Email,email_A,True,0,0,0.0,0.0,0.0,53.25,0.0,53.25,301,9
1106688,1901Email,email_A,True,0,0,0.0,52.05,184.24,0.0,0.0,236.29,265,3
1121955,1901Email,ctrl,False,0,0,0.0,0.0,0.0,410.16,0.0,410.16,135,3
1094867,1901Email,email_B,True,0,0,0.0,123.01,0.0,0.0,0.0,123.01,153,5
1061094,1901Email,email_A,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,135,0
1064241,1901Email,ctrl,False,0,0,0.0,0.0,0.0,0.0,0.0,0.0,55,3
1081583,1901Email,email_A,True,0,0,0.0,0.0,0.0,118.94,0.0,118.94,140,5
1000094,1901Email,email_B,True,1,0,17.47,0.0,0.0,0.0,0.0,0.0,27,8
1030926,1901Email,email_B,True,1,0,107.02,0.0,317.21,0.0,75.72,392.93,195,6
1048459,1901Email,ctrl,False,0,0,0.0,577.68,33.42,202.62,0.0,813.72,226,5
1006893,1901Email,email_A,True,1,0,0.0,0.0,0.0,0.0,0.0,0.0,69,1
1004852,1901Email,email_B,True,1,0,14.61,0.0,1100.76,0.0,0.0,1100.76,63,12
1036200,1901Email,email_B,True,0,0,0.0,0.0,0.0,0.0,0.0,0.0,30,4
1095943,1901Email,email_B,True,1,0,0.0,0.0,363.96,20.69,12.58,397.23,141,9
1001971,1901Email,ctrl,False,0,0,0.0,20.62,20.63,0.0,0.0,41.25,252,9
1122263,1901Email,email_B,True,1,0,0.0,0.0,0.0,0.0,16.16,16.16,12,3
